国籍・地域,在留資格,年齢,性別,都道府県,在留外国人数
インド,11：経営・管理,40歳,1:男,43：熊本県,1
インド,20：技能,40歳,1:男,43：熊本県,2
インド,20：技能,41歳,1:男,43：熊本県,4
インド,16：技術・人文知識・国際業務,42歳,1:男,43：熊本県,1
インド,20：技能,42歳,1:男,43：熊本県,2
インド,35：永住者,42歳,1:男,43：熊本県,1
インド,20：技能,43歳,1:男,43：熊本県,5
インド,20：技能,44歳,1:男,43：熊本県,1
インド,35：永住者,44歳,1:男,43：熊本県,1
インド,20：技能,45歳,1:男,43：熊本県,1
インド,34：特定活動,45歳,1:男,43：熊本県,1
インド,20：技能,46歳,1:男,43：熊本県,2
インド,20：技能,47歳,1:男,43：熊本県,1
インド,20：技能,48歳,1:男,43：熊本県,1
インド,35：永住者,54歳,1:男,43：熊本県,1
インド,20：技能,55歳,1:男,43：熊本県,2
インド,35：永住者,55歳,1:男,43：熊本県,1
インド,03：教授,72歳,1:男,43：熊本県,1
インド,35：永住者,77歳,1:男,43：熊本県,1
インド,33：家族滞在,03歳,2:女,43：熊本県,1
インド,35：永住者,09歳,2:女,43：熊本県,1
インド,31：留学,22歳,2:女,43：熊本県,1
インド,31：留学,26歳,2:女,43：熊本県,1
インド,31：留学,27歳,2:女,43：熊本県,1
インド,31：留学,28歳,2:女,43：熊本県,1
インド,33：家族滞在,34歳,2:女,43：熊本県,1
インド,35：永住者,40歳,2:女,43：熊本県,1
インド,33：家族滞在,69歳,2:女,43：熊本県,1
インドネシア,33：家族滞在,01歳,1:男,43：熊本県,1
インドネシア,33：家族滞在,03歳,1:男,43：熊本県,1
インドネシア,33：家族滞在,04歳,1:男,43：熊本県,1
インドネシア,34：特定活動,07歳,1:男,43：熊本県,1
インドネシア,38：定住者,10歳,1:男,43：熊本県,1
インドネシア,36：日本人の配偶者等,15歳,1:男,43：熊本県,1
インドネシア,38：定住者,16歳,1:男,43：熊本県,1
インドネシア,35：永住者,17歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,19歳,1:男,43：熊本県,1
インドネシア,24：技能実習１号ロ,19歳,1:男,43：熊本県,5
インドネシア,26：技能実習２号ロ,19歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,20歳,1:男,43：熊本県,9
インドネシア,24：技能実習１号ロ,20歳,1:男,43：熊本県,19
インドネシア,26：技能実習２号ロ,20歳,1:男,43：熊本県,4
インドネシア,31：留学,20歳,1:男,43：熊本県,1
インドネシア,24：技能実習１号ロ,21歳,1:男,43：熊本県,44
インドネシア,26：技能実習２号ロ,21歳,1:男,43：熊本県,24
インドネシア,28：技能実習３号ロ,21歳,1:男,43：熊本県,1
インドネシア,34：特定活動,21歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,22歳,1:男,43：熊本県,3
インドネシア,24：技能実習１号ロ,22歳,1:男,43：熊本県,43
インドネシア,26：技能実習２号ロ,22歳,1:男,43：熊本県,31
インドネシア,28：技能実習３号ロ,22歳,1:男,43：熊本県,13
インドネシア,34：特定活動,22歳,1:男,43：熊本県,3
インドネシア,21：特定技能１号,23歳,1:男,43：熊本県,5
インドネシア,24：技能実習１号ロ,23歳,1:男,43：熊本県,28
インドネシア,26：技能実習２号ロ,23歳,1:男,43：熊本県,28
インドネシア,28：技能実習３号ロ,23歳,1:男,43：熊本県,5
インドネシア,31：留学,23歳,1:男,43：熊本県,1
インドネシア,34：特定活動,23歳,1:男,43：熊本県,1
インドネシア,16：技術・人文知識・国際業務,24歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,24歳,1:男,43：熊本県,9
インドネシア,24：技能実習１号ロ,24歳,1:男,43：熊本県,22
インドネシア,26：技能実習２号ロ,24歳,1:男,43：熊本県,23
インドネシア,28：技能実習３号ロ,24歳,1:男,43：熊本県,9
インドネシア,31：留学,24歳,1:男,43：熊本県,1
インドネシア,34：特定活動,24歳,1:男,43：熊本県,1
インドネシア,16：技術・人文知識・国際業務,25歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,25歳,1:男,43：熊本県,8
インドネシア,24：技能実習１号ロ,25歳,1:男,43：熊本県,19
インドネシア,26：技能実習２号ロ,25歳,1:男,43：熊本県,30
インドネシア,28：技能実習３号ロ,25歳,1:男,43：熊本県,12
インドネシア,31：留学,25歳,1:男,43：熊本県,3
インドネシア,34：特定活動,25歳,1:男,43：熊本県,1
インドネシア,16：技術・人文知識・国際業務,26歳,1:男,43：熊本県,2
インドネシア,21：特定技能１号,26歳,1:男,43：熊本県,11
インドネシア,24：技能実習１号ロ,26歳,1:男,43：熊本県,13
インドネシア,26：技能実習２号ロ,26歳,1:男,43：熊本県,19
インドネシア,28：技能実習３号ロ,26歳,1:男,43：熊本県,13
インドネシア,31：留学,26歳,1:男,43：熊本県,1
インドネシア,34：特定活動,26歳,1:男,43：熊本県,8
インドネシア,03：教授,27歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,27歳,1:男,43：熊本県,7
インドネシア,24：技能実習１号ロ,27歳,1:男,43：熊本県,8
インドネシア,26：技能実習２号ロ,27歳,1:男,43：熊本県,10
インドネシア,28：技能実習３号ロ,27歳,1:男,43：熊本県,7
インドネシア,31：留学,27歳,1:男,43：熊本県,5
インドネシア,34：特定活動,27歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,28歳,1:男,43：熊本県,10
インドネシア,24：技能実習１号ロ,28歳,1:男,43：熊本県,5
インドネシア,26：技能実習２号ロ,28歳,1:男,43：熊本県,6
インドネシア,28：技能実習３号ロ,28歳,1:男,43：熊本県,6
インドネシア,31：留学,28歳,1:男,43：熊本県,3
インドネシア,16：技術・人文知識・国際業務,29歳,1:男,43：熊本県,2
インドネシア,17：企業内転勤,29歳,1:男,43：熊本県,2
インドネシア,21：特定技能１号,29歳,1:男,43：熊本県,8
インドネシア,24：技能実習１号ロ,29歳,1:男,43：熊本県,8
インドネシア,26：技能実習２号ロ,29歳,1:男,43：熊本県,3
インドネシア,28：技能実習３号ロ,29歳,1:男,43：熊本県,6
インドネシア,31：留学,29歳,1:男,43：熊本県,1
インドネシア,34：特定活動,29歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,30歳,1:男,43：熊本県,4
インドネシア,24：技能実習１号ロ,30歳,1:男,43：熊本県,8
インドネシア,26：技能実習２号ロ,30歳,1:男,43：熊本県,4
インドネシア,28：技能実習３号ロ,30歳,1:男,43：熊本県,5
インドネシア,34：特定活動,30歳,1:男,43：熊本県,2
インドネシア,21：特定技能１号,31歳,1:男,43：熊本県,6
インドネシア,24：技能実習１号ロ,31歳,1:男,43：熊本県,1
インドネシア,26：技能実習２号ロ,31歳,1:男,43：熊本県,3
インドネシア,28：技能実習３号ロ,31歳,1:男,43：熊本県,1
インドネシア,31：留学,31歳,1:男,43：熊本県,1
インドネシア,34：特定活動,31歳,1:男,43：熊本県,2
インドネシア,21：特定技能１号,32歳,1:男,43：熊本県,3
インドネシア,26：技能実習２号ロ,32歳,1:男,43：熊本県,2
インドネシア,28：技能実習３号ロ,32歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,33歳,1:男,43：熊本県,1
インドネシア,24：技能実習１号ロ,33歳,1:男,43：熊本県,1
インドネシア,26：技能実習２号ロ,33歳,1:男,43：熊本県,1
インドネシア,33：家族滞在,33歳,1:男,43：熊本県,1
インドネシア,34：特定活動,33歳,1:男,43：熊本県,1
インドネシア,17：企業内転勤,34歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,34歳,1:男,43：熊本県,2
インドネシア,24：技能実習１号ロ,34歳,1:男,43：熊本県,1
インドネシア,28：技能実習３号ロ,34歳,1:男,43：熊本県,1
インドネシア,34：特定活動,34歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,35歳,1:男,43：熊本県,2
インドネシア,26：技能実習２号ロ,35歳,1:男,43：熊本県,1
インドネシア,31：留学,35歳,1:男,43：熊本県,1
インドネシア,33：家族滞在,35歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,36歳,1:男,43：熊本県,2
インドネシア,28：技能実習３号ロ,36歳,1:男,43：熊本県,1
インドネシア,29：文化活動,37歳,1:男,43：熊本県,1
インドネシア,35：永住者,37歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,38歳,1:男,43：熊本県,1
インドネシア,31：留学,38歳,1:男,43：熊本県,1
インドネシア,35：永住者,38歳,1:男,43：熊本県,1
インドネシア,38：定住者,39歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,40歳,1:男,43：熊本県,1
インドネシア,31：留学,40歳,1:男,43：熊本県,1
インドネシア,36：日本人の配偶者等,40歳,1:男,43：熊本県,1
インドネシア,21：特定技能１号,42歳,1:男,43：熊本県,2
インドネシア,36：日本人の配偶者等,42歳,1:男,43：熊本県,2
インドネシア,35：永住者,45歳,1:男,43：熊本県,1
インドネシア,35：永住者,46歳,1:男,43：熊本県,2
インドネシア,35：永住者,47歳,1:男,43：熊本県,1
インドネシア,34：特定活動,48歳,1:男,43：熊本県,1
インドネシア,35：永住者,49歳,1:男,43：熊本県,1
インドネシア,34：特定活動,55歳,1:男,43：熊本県,1
インドネシア,33：家族滞在,65歳,1:男,43：熊本県,1
インドネシア,33：家族滞在,06歳,2:女,43：熊本県,2
インドネシア,33：家族滞在,07歳,2:女,43：熊本県,1
インドネシア,34：特定活動,13歳,2:女,43：熊本県,1
インドネシア,38：定住者,17歳,2:女,43：熊本県,1
インドネシア,21：特定技能１号,18歳,2:女,43：熊本県,1
インドネシア,24：技能実習１号ロ,18歳,2:女,43：熊本県,2
インドネシア,21：特定技能１号,19歳,2:女,43：熊本県,7
インドネシア,24：技能実習１号ロ,19歳,2:女,43：熊本県,17
インドネシア,21：特定技能１号,20歳,2:女,43：熊本県,10
インドネシア,24：技能実習１号ロ,20歳,2:女,43：熊本県,31
インドネシア,26：技能実習２号ロ,20歳,2:女,43：熊本県,14
インドネシア,31：留学,20歳,2:女,43：熊本県,2
インドネシア,34：特定活動,20歳,2:女,43：熊本県,1
インドネシア,21：特定技能１号,21歳,2:女,43：熊本県,7
インドネシア,24：技能実習１号ロ,21歳,2:女,43：熊本県,40
インドネシア,26：技能実習２号ロ,21歳,2:女,43：熊本県,26
インドネシア,34：特定活動,21歳,2:女,43：熊本県,5
インドネシア,21：特定技能１号,22歳,2:女,43：熊本県,4
インドネシア,24：技能実習１号ロ,22歳,2:女,43：熊本県,22
インドネシア,26：技能実習２号ロ,22歳,2:女,43：熊本県,19
インドネシア,28：技能実習３号ロ,22歳,2:女,43：熊本県,4
インドネシア,34：特定活動,22歳,2:女,43：熊本県,2
インドネシア,16：技術・人文知識・国際業務,23歳,2:女,43：熊本県,1
インドネシア,21：特定技能１号,23歳,2:女,43：熊本県,5
インドネシア,24：技能実習１号ロ,23歳,2:女,43：熊本県,22
インドネシア,26：技能実習２号ロ,23歳,2:女,43：熊本県,11
インドネシア,28：技能実習３号ロ,23歳,2:女,43：熊本県,2
インドネシア,34：特定活動,23歳,2:女,43：熊本県,2
インドネシア,35：永住者,23歳,2:女,43：熊本県,1
インドネシア,38：定住者,23歳,2:女,43：熊本県,1
インドネシア,21：特定技能１号,24歳,2:女,43：熊本県,4
インドネシア,24：技能実習１号ロ,24歳,2:女,43：熊本県,18
インドネシア,26：技能実習２号ロ,24歳,2:女,43：熊本県,11
インドネシア,31：留学,24歳,2:女,43：熊本県,2
インドネシア,34：特定活動,24歳,2:女,43：熊本県,4
インドネシア,21：特定技能１号,25歳,2:女,43：熊本県,5
インドネシア,24：技能実習１号ロ,25歳,2:女,43：熊本県,5
インドネシア,26：技能実習２号ロ,25歳,2:女,43：熊本県,14
インドネシア,28：技能実習３号ロ,25歳,2:女,43：熊本県,6
インドネシア,34：特定活動,25歳,2:女,43：熊本県,1
インドネシア,36：日本人の配偶者等,25歳,2:女,43：熊本県,1
インドネシア,16：技術・人文知識・国際業務,26歳,2:女,43：熊本県,1
インドネシア,21：特定技能１号,26歳,2:女,43：熊本県,3
インドネシア,24：技能実習１号ロ,26歳,2:女,43：熊本県,7
インドネシア,26：技能実習２号ロ,26歳,2:女,43：熊本県,8
インドネシア,28：技能実習３号ロ,26歳,2:女,43：熊本県,4
インドネシア,31：留学,26歳,2:女,43：熊本県,1
インドネシア,34：特定活動,26歳,2:女,43：熊本県,2
インドネシア,16：技術・人文知識・国際業務,27歳,2:女,43：熊本県,1
インドネシア,21：特定技能１号,27歳,2:女,43：熊本県,1
インドネシア,24：技能実習１号ロ,27歳,2:女,43：熊本県,4
インドネシア,26：技能実習２号ロ,27歳,2:女,43：熊本県,3
インドネシア,28：技能実習３号ロ,27歳,2:女,43：熊本県,3
インドネシア,31：留学,27歳,2:女,43：熊本県,1
インドネシア,33：家族滞在,27歳,2:女,43：熊本県,1
インドネシア,34：特定活動,27歳,2:女,43：熊本県,1
インドネシア,36：日本人の配偶者等,27歳,2:女,43：熊本県,2
インドネシア,21：特定技能１号,28歳,2:女,43：熊本県,4
インドネシア,24：技能実習１号ロ,28歳,2:女,43：熊本県,3
インドネシア,26：技能実習２号ロ,28歳,2:女,43：熊本県,2
インドネシア,28：技能実習３号ロ,28歳,2:女,43：熊本県,1
インドネシア,31：留学,28歳,2:女,43：熊本県,1
インドネシア,33：家族滞在,28歳,2:女,43：熊本県,1
インドネシア,34：特定活動,28歳,2:女,43：熊本県,2
インドネシア,36：日本人の配偶者等,28歳,2:女,43：熊本県,1
インドネシア,24：技能実習１号ロ,29歳,2:女,43：熊本県,3
インドネシア,26：技能実習２号ロ,29歳,2:女,43：熊本県,1
インドネシア,28：技能実習３号ロ,29歳,2:女,43：熊本県,1
インドネシア,31：留学,29歳,2:女,43：熊本県,1
インドネシア,36：日本人の配偶者等,29歳,2:女,43：熊本県,2
インドネシア,03：教授,30歳,2:女,43：熊本県,1
インドネシア,24：技能実習１号ロ,30歳,2:女,43：熊本県,1
インドネシア,26：技能実習２号ロ,30歳,2:女,43：熊本県,2
インドネシア,21：特定技能１号,31歳,2:女,43：熊本県,1
インドネシア,24：技能実習１号ロ,31歳,2:女,43：熊本県,1
インドネシア,31：留学,31歳,2:女,43：熊本県,1
インドネシア,34：特定活動,31歳,2:女,43：熊本県,1
インドネシア,21：特定技能１号,32歳,2:女,43：熊本県,1
インドネシア,24：技能実習１号ロ,32歳,2:女,43：熊本県,2
インドネシア,31：留学,32歳,2:女,43：熊本県,1
インドネシア,31：留学,33歳,2:女,43：熊本県,2
インドネシア,21：特定技能１号,34歳,2:女,43：熊本県,1
インドネシア,24：技能実習１号ロ,34歳,2:女,43：熊本県,1
インドネシア,31：留学,34歳,2:女,43：熊本県,2
インドネシア,33：家族滞在,34歳,2:女,43：熊本県,2
インドネシア,36：日本人の配偶者等,34歳,2:女,43：熊本県,1
インドネシア,26：技能実習２号ロ,35歳,2:女,43：熊本県,1
インドネシア,35：永住者,36歳,2:女,43：熊本県,1
インドネシア,36：日本人の配偶者等,36歳,2:女,43：熊本県,1
インドネシア,28：技能実習３号ロ,37歳,2:女,43：熊本県,1
インドネシア,36：日本人の配偶者等,37歳,2:女,43：熊本県,1
インドネシア,35：永住者,38歳,2:女,43：熊本県,3
インドネシア,36：日本人の配偶者等,38歳,2:女,43：熊本県,1
インドネシア,35：永住者,39歳,2:女,43：熊本県,2
インドネシア,36：日本人の配偶者等,39歳,2:女,43：熊本県,1
インドネシア,34：特定活動,40歳,2:女,43：熊本県,1
インドネシア,35：永住者,40歳,2:女,43：熊本県,2
インドネシア,35：永住者,41歳,2:女,43：熊本県,2
インドネシア,36：日本人の配偶者等,41歳,2:女,43：熊本県,1
インドネシア,35：永住者,42歳,2:女,43：熊本県,1
インドネシア,36：日本人の配偶者等,42歳,2:女,43：熊本県,2
インドネシア,38：定住者,42歳,2:女,43：熊本県,1
インドネシア,35：永住者,44歳,2:女,43：熊本県,1
インドネシア,21：特定技能１号,45歳,2:女,43：熊本県,1
インドネシア,35：永住者,45歳,2:女,43：熊本県,4
インドネシア,36：日本人の配偶者等,46歳,2:女,43：熊本県,2
インドネシア,36：日本人の配偶者等,47歳,2:女,43：熊本県,1
インドネシア,38：定住者,47歳,2:女,43：熊本県,1
インドネシア,35：永住者,49歳,2:女,43：熊本県,2
インドネシア,36：日本人の配偶者等,49歳,2:女,43：熊本県,1
インドネシア,35：永住者,50歳,2:女,43：熊本県,1
インドネシア,36：日本人の配偶者等,51歳,2:女,43：熊本県,1
インドネシア,16：技術・人文知識・国際業務,54歳,2:女,43：熊本県,1
インドネシア,36：日本人の配偶者等,59歳,2:女,43：熊本県,1
インドネシア,35：永住者,63歳,2:女,43：熊本県,1
オマーン,31：留学,25歳,1:男,43：熊本県,1
韓国,33：家族滞在,01歳,1:男,43：熊本県,1
韓国,33：家族滞在,02歳,1:男,43：熊本県,1
韓国,39：特別永住者,02歳,1:男,43：熊本県,1
韓国,33：家族滞在,03歳,1:男,43：熊本県,1
韓国,33：家族滞在,04歳,1:男,43：熊本県,1
韓国,33：家族滞在,07歳,1:男,43：熊本県,1
韓国,38：定住者,07歳,1:男,43：熊本県,1
韓国,33：家族滞在,09歳,1:男,43：熊本県,2
韓国,35：永住者,12歳,1:男,43：熊本県,1
韓国,33：家族滞在,14歳,1:男,43：熊本県,1
韓国,35：永住者,14歳,1:男,43：熊本県,1
韓国,39：特別永住者,15歳,1:男,43：熊本県,1
韓国,31：留学,17歳,1:男,43：熊本県,1
韓国,35：永住者,17歳,1:男,43：熊本県,2
韓国,33：家族滞在,18歳,1:男,43：熊本県,1
韓国,35：永住者,18歳,1:男,43：熊本県,3
韓国,39：特別永住者,18歳,1:男,43：熊本県,1
韓国,35：永住者,19歳,1:男,43：熊本県,1
韓国,31：留学,20歳,1:男,43：熊本県,4
韓国,35：永住者,20歳,1:男,43：熊本県,2
韓国,16：技術・人文知識・国際業務,21歳,1:男,43：熊本県,1
韓国,39：特別永住者,21歳,1:男,43：熊本県,2
韓国,31：留学,22歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,23歳,1:男,43：熊本県,2
韓国,31：留学,23歳,1:男,43：熊本県,4
韓国,35：永住者,23歳,1:男,43：熊本県,2
韓国,39：特別永住者,23歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,24歳,1:男,43：熊本県,6
韓国,31：留学,24歳,1:男,43：熊本県,1
韓国,35：永住者,24歳,1:男,43：熊本県,2
韓国,39：特別永住者,24歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,25歳,1:男,43：熊本県,5
韓国,31：留学,25歳,1:男,43：熊本県,2
韓国,36：日本人の配偶者等,25歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,26歳,1:男,43：熊本県,12
韓国,31：留学,26歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,27歳,1:男,43：熊本県,10
韓国,35：永住者,27歳,1:男,43：熊本県,1
韓国,36：日本人の配偶者等,27歳,1:男,43：熊本県,1
韓国,39：特別永住者,27歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,28歳,1:男,43：熊本県,7
韓国,17：企業内転勤,28歳,1:男,43：熊本県,1
韓国,35：永住者,28歳,1:男,43：熊本県,1
韓国,39：特別永住者,28歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,29歳,1:男,43：熊本県,11
韓国,17：企業内転勤,29歳,1:男,43：熊本県,3
韓国,31：留学,29歳,1:男,43：熊本県,1
韓国,36：日本人の配偶者等,29歳,1:男,43：熊本県,1
韓国,39：特別永住者,29歳,1:男,43：熊本県,3
韓国,03：教授,30歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,30歳,1:男,43：熊本県,5
韓国,36：日本人の配偶者等,30歳,1:男,43：熊本県,5
韓国,39：特別永住者,30歳,1:男,43：熊本県,5
韓国,16：技術・人文知識・国際業務,31歳,1:男,43：熊本県,8
韓国,17：企業内転勤,31歳,1:男,43：熊本県,2
韓国,31：留学,31歳,1:男,43：熊本県,1
韓国,34：特定活動,31歳,1:男,43：熊本県,1
韓国,35：永住者,31歳,1:男,43：熊本県,2
韓国,39：特別永住者,31歳,1:男,43：熊本県,2
韓国,16：技術・人文知識・国際業務,32歳,1:男,43：熊本県,4
韓国,16：技術・人文知識・国際業務,33歳,1:男,43：熊本県,1
韓国,35：永住者,33歳,1:男,43：熊本県,1
韓国,36：日本人の配偶者等,33歳,1:男,43：熊本県,2
韓国,39：特別永住者,33歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,34歳,1:男,43：熊本県,2
韓国,35：永住者,34歳,1:男,43：熊本県,1
韓国,36：日本人の配偶者等,34歳,1:男,43：熊本県,1
韓国,39：特別永住者,34歳,1:男,43：熊本県,1
韓国,08：高度専門職１号ロ,35歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,35歳,1:男,43：熊本県,3
韓国,36：日本人の配偶者等,35歳,1:男,43：熊本県,2
韓国,39：特別永住者,35歳,1:男,43：熊本県,2
韓国,16：技術・人文知識・国際業務,36歳,1:男,43：熊本県,4
韓国,17：企業内転勤,36歳,1:男,43：熊本県,1
韓国,36：日本人の配偶者等,36歳,1:男,43：熊本県,5
韓国,39：特別永住者,36歳,1:男,43：熊本県,3
韓国,16：技術・人文知識・国際業務,37歳,1:男,43：熊本県,2
韓国,35：永住者,37歳,1:男,43：熊本県,2
韓国,36：日本人の配偶者等,37歳,1:男,43：熊本県,3
韓国,39：特別永住者,37歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,38歳,1:男,43：熊本県,2
韓国,35：永住者,38歳,1:男,43：熊本県,2
韓国,36：日本人の配偶者等,38歳,1:男,43：熊本県,1
韓国,39：特別永住者,38歳,1:男,43：熊本県,6
韓国,03：教授,39歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,39歳,1:男,43：熊本県,3
韓国,35：永住者,39歳,1:男,43：熊本県,2
韓国,36：日本人の配偶者等,39歳,1:男,43：熊本県,3
韓国,39：特別永住者,39歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,40歳,1:男,43：熊本県,1
韓国,35：永住者,40歳,1:男,43：熊本県,1
韓国,36：日本人の配偶者等,40歳,1:男,43：熊本県,1
韓国,39：特別永住者,40歳,1:男,43：熊本県,3
韓国,35：永住者,41歳,1:男,43：熊本県,5
韓国,36：日本人の配偶者等,41歳,1:男,43：熊本県,3
韓国,39：特別永住者,41歳,1:男,43：熊本県,3
韓国,05：宗教,42歳,1:男,43：熊本県,1
韓国,35：永住者,42歳,1:男,43：熊本県,2
韓国,39：特別永住者,42歳,1:男,43：熊本県,3
韓国,35：永住者,43歳,1:男,43：熊本県,1
韓国,36：日本人の配偶者等,43歳,1:男,43：熊本県,1
韓国,38：定住者,43歳,1:男,43：熊本県,1
韓国,39：特別永住者,43歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,44歳,1:男,43：熊本県,1
韓国,36：日本人の配偶者等,44歳,1:男,43：熊本県,1
韓国,39：特別永住者,44歳,1:男,43：熊本県,3
韓国,05：宗教,45歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,45歳,1:男,43：熊本県,1
韓国,35：永住者,45歳,1:男,43：熊本県,5
韓国,36：日本人の配偶者等,45歳,1:男,43：熊本県,2
韓国,39：特別永住者,45歳,1:男,43：熊本県,1
韓国,05：宗教,46歳,1:男,43：熊本県,1
韓国,16：技術・人文知識・国際業務,46歳,1:男,43：熊本県,1
韓国,35：永住者,46歳,1:男,43：熊本県,2
韓国,36：日本人の配偶者等,46歳,1:男,43：熊本県,2
韓国,39：特別永住者,46歳,1:男,43：熊本県,2
韓国,16：技術・人文知識・国際業務,47歳,1:男,43：熊本県,1
